peers,seed,attack,model,dataset,status,accuracy,precision,recall,f1,attack_success_rate
20,6,label-flip,TODO_MODEL,TODO_DATASET,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: evaluate on real held-out set,TODO: compute from labels/predictions,TODO: compute from labels/predictions,TODO: compute from precision/recall,TODO: define attack objective and evaluate
20,6,gaussian-noise,TODO_MODEL,TODO_DATASET,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: evaluate on real held-out set,TODO: compute from labels/predictions,TODO: compute from labels/predictions,TODO: compute from precision/recall,TODO: define attack objective and evaluate
20,6,scaling-attack,TODO_MODEL,TODO_DATASET,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: evaluate on real held-out set,TODO: compute from labels/predictions,TODO: compute from labels/predictions,TODO: compute from precision/recall,TODO: define attack objective and evaluate
20,6,random-update,TODO_MODEL,TODO_DATASET,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: evaluate on real held-out set,TODO: compute from labels/predictions,TODO: compute from labels/predictions,TODO: compute from precision/recall,TODO: define attack objective and evaluate
20,6,backdoor,TODO_MODEL,TODO_DATASET,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: evaluate on real held-out set,TODO: compute from labels/predictions,TODO: compute from labels/predictions,TODO: compute from precision/recall,TODO: define attack objective and evaluate
20,7,sign-flip,TODO_MODEL,TODO_DATASET,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: evaluate on real held-out set,TODO: compute from labels/predictions,TODO: compute from labels/predictions,TODO: compute from precision/recall,TODO: define attack objective and evaluate
20,7,label-flip,TODO_MODEL,TODO_DATASET,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: evaluate on real held-out set,TODO: compute from labels/predictions,TODO: compute from labels/predictions,TODO: compute from precision/recall,TODO: define attack objective and evaluate
20,7,gaussian-noise,TODO_MODEL,TODO_DATASET,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: evaluate on real held-out set,TODO: compute from labels/predictions,TODO: compute from labels/predictions,TODO: compute from precision/recall,TODO: define attack objective and evaluate
20,7,scaling-attack,TODO_MODEL,TODO_DATASET,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: evaluate on real held-out set,TODO: compute from labels/predictions,TODO: compute from labels/predictions,TODO: compute from precision/recall,TODO: define attack objective and evaluate
20,7,random-update,TODO_MODEL,TODO_DATASET,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: evaluate on real held-out set,TODO: compute from labels/predictions,TODO: compute from labels/predictions,TODO: compute from precision/recall,TODO: define attack objective and evaluate
20,7,backdoor,TODO_MODEL,TODO_DATASET,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: evaluate on real held-out set,TODO: compute from labels/predictions,TODO: compute from labels/predictions,TODO: compute from precision/recall,TODO: define attack objective and evaluate
20,8,sign-flip,TODO_MODEL,TODO_DATASET,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: evaluate on real held-out set,TODO: compute from labels/predictions,TODO: compute from labels/predictions,TODO: compute from precision/recall,TODO: define attack objective and evaluate
20,8,label-flip,TODO_MODEL,TODO_DATASET,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: evaluate on real held-out set,TODO: compute from labels/predictions,TODO: compute from labels/predictions,TODO: compute from precision/recall,TODO: define attack objective and evaluate
20,8,gaussian-noise,TODO_MODEL,TODO_DATASET,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: evaluate on real held-out set,TODO: compute from labels/predictions,TODO: compute from labels/predictions,TODO: compute from precision/recall,TODO: define attack objective and evaluate
20,8,scaling-attack,TODO_MODEL,TODO_DATASET,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: evaluate on real held-out set,TODO: compute from labels/predictions,TODO: compute from labels/predictions,TODO: compute from precision/recall,TODO: define attack objective and evaluate
20,8,random-update,TODO_MODEL,TODO_DATASET,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: evaluate on real held-out set,TODO: compute from labels/predictions,TODO: compute from labels/predictions,TODO: compute from precision/recall,TODO: define attack objective and evaluate
20,8,backdoor,TODO_MODEL,TODO_DATASET,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: evaluate on real held-out set,TODO: compute from labels/predictions,TODO: compute from labels/predictions,TODO: compute from precision/recall,TODO: define attack objective and evaluate
20,9,sign-flip,TODO_MODEL,TODO_DATASET,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: evaluate on real held-out set,TODO: compute from labels/predictions,TODO: compute from labels/predictions,TODO: compute from precision/recall,TODO: define attack objective and evaluate
20,9,label-flip,TODO_MODEL,TODO_DATASET,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: evaluate on real held-out set,TODO: compute from labels/predictions,TODO: compute from labels/predictions,TODO: compute from precision/recall,TODO: define attack objective and evaluate
20,9,gaussian-noise,TODO_MODEL,TODO_DATASET,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: evaluate on real held-out set,TODO: compute from labels/predictions,TODO: compute from labels/predictions,TODO: compute from precision/recall,TODO: define attack objective and evaluate
20,9,scaling-attack,TODO_MODEL,TODO_DATASET,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: evaluate on real held-out set,TODO: compute from labels/predictions,TODO: compute from labels/predictions,TODO: compute from precision/recall,TODO: define attack objective and evaluate
20,9,random-update,TODO_MODEL,TODO_DATASET,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: evaluate on real held-out set,TODO: compute from labels/predictions,TODO: compute from labels/predictions,TODO: compute from precision/recall,TODO: define attack objective and evaluate
20,9,backdoor,TODO_MODEL,TODO_DATASET,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: evaluate on real held-out set,TODO: compute from labels/predictions,TODO: compute from labels/predictions,TODO: compute from precision/recall,TODO: define attack objective and evaluate
20,10,sign-flip,TODO_MODEL,TODO_DATASET,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: evaluate on real held-out set,TODO: compute from labels/predictions,TODO: compute from labels/predictions,TODO: compute from precision/recall,TODO: define attack objective and evaluate
20,10,label-flip,TODO_MODEL,TODO_DATASET,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: evaluate on real held-out set,TODO: compute from labels/predictions,TODO: compute from labels/predictions,TODO: compute from precision/recall,TODO: define attack objective and evaluate
20,10,gaussian-noise,TODO_MODEL,TODO_DATASET,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: evaluate on real held-out set,TODO: compute from labels/predictions,TODO: compute from labels/predictions,TODO: compute from precision/recall,TODO: define attack objective and evaluate
20,10,scaling-attack,TODO_MODEL,TODO_DATASET,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: evaluate on real held-out set,TODO: compute from labels/predictions,TODO: compute from labels/predictions,TODO: compute from precision/recall,TODO: define attack objective and evaluate
20,10,random-update,TODO_MODEL,TODO_DATASET,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: evaluate on real held-out set,TODO: compute from labels/predictions,TODO: compute from labels/predictions,TODO: compute from precision/recall,TODO: define attack objective and evaluate
20,10,backdoor,TODO_MODEL,TODO_DATASET,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: evaluate on real held-out set,TODO: compute from labels/predictions,TODO: compute from labels/predictions,TODO: compute from precision/recall,TODO: define attack objective and evaluate
20,11,sign-flip,TODO_MODEL,TODO_DATASET,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: evaluate on real held-out set,TODO: compute from labels/predictions,TODO: compute from labels/predictions,TODO: compute from precision/recall,TODO: define attack objective and evaluate
20,11,label-flip,TODO_MODEL,TODO_DATASET,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: evaluate on real held-out set,TODO: compute from labels/predictions,TODO: compute from labels/predictions,TODO: compute from precision/recall,TODO: define attack objective and evaluate
20,11,gaussian-noise,TODO_MODEL,TODO_DATASET,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: evaluate on real held-out set,TODO: compute from labels/predictions,TODO: compute from labels/predictions,TODO: compute from precision/recall,TODO: define attack objective and evaluate
20,11,scaling-attack,TODO_MODEL,TODO_DATASET,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: evaluate on real held-out set,TODO: compute from labels/predictions,TODO: compute from labels/predictions,TODO: compute from precision/recall,TODO: define attack objective and evaluate
20,11,random-update,TODO_MODEL,TODO_DATASET,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: evaluate on real held-out set,TODO: compute from labels/predictions,TODO: compute from labels/predictions,TODO: compute from precision/recall,TODO: define attack objective and evaluate
20,11,backdoor,TODO_MODEL,TODO_DATASET,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: evaluate on real held-out set,TODO: compute from labels/predictions,TODO: compute from labels/predictions,TODO: compute from precision/recall,TODO: define attack objective and evaluate
20,12,sign-flip,TODO_MODEL,TODO_DATASET,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: evaluate on real held-out set,TODO: compute from labels/predictions,TODO: compute from labels/predictions,TODO: compute from precision/recall,TODO: define attack objective and evaluate
20,12,label-flip,TODO_MODEL,TODO_DATASET,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: evaluate on real held-out set,TODO: compute from labels/predictions,TODO: compute from labels/predictions,TODO: compute from precision/recall,TODO: define attack objective and evaluate
20,12,gaussian-noise,TODO_MODEL,TODO_DATASET,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: evaluate on real held-out set,TODO: compute from labels/predictions,TODO: compute from labels/predictions,TODO: compute from precision/recall,TODO: define attack objective and evaluate
20,12,scaling-attack,TODO_MODEL,TODO_DATASET,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: evaluate on real held-out set,TODO: compute from labels/predictions,TODO: compute from labels/predictions,TODO: compute from precision/recall,TODO: define attack objective and evaluate
20,12,random-update,TODO_MODEL,TODO_DATASET,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: evaluate on real held-out set,TODO: compute from labels/predictions,TODO: compute from labels/predictions,TODO: compute from precision/recall,TODO: define attack objective and evaluate
20,12,backdoor,TODO_MODEL,TODO_DATASET,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: evaluate on real held-out set,TODO: compute from labels/predictions,TODO: compute from labels/predictions,TODO: compute from precision/recall,TODO: define attack objective and evaluate
20,13,sign-flip,TODO_MODEL,TODO_DATASET,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: evaluate on real held-out set,TODO: compute from labels/predictions,TODO: compute from labels/predictions,TODO: compute from precision/recall,TODO: define attack objective and evaluate
20,13,label-flip,TODO_MODEL,TODO_DATASET,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: evaluate on real held-out set,TODO: compute from labels/predictions,TODO: compute from labels/predictions,TODO: compute from precision/recall,TODO: define attack objective and evaluate
20,13,gaussian-noise,TODO_MODEL,TODO_DATASET,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: evaluate on real held-out set,TODO: compute from labels/predictions,TODO: compute from labels/predictions,TODO: compute from precision/recall,TODO: define attack objective and evaluate
20,13,scaling-attack,TODO_MODEL,TODO_DATASET,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: evaluate on real held-out set,TODO: compute from labels/predictions,TODO: compute from labels/predictions,TODO: compute from precision/recall,TODO: define attack objective and evaluate
20,13,random-update,TODO_MODEL,TODO_DATASET,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: evaluate on real held-out set,TODO: compute from labels/predictions,TODO: compute from labels/predictions,TODO: compute from precision/recall,TODO: define attack objective and evaluate
20,13,backdoor,TODO_MODEL,TODO_DATASET,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: evaluate on real held-out set,TODO: compute from labels/predictions,TODO: compute from labels/predictions,TODO: compute from precision/recall,TODO: define attack objective and evaluate
20,14,sign-flip,TODO_MODEL,TODO_DATASET,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: evaluate on real held-out set,TODO: compute from labels/predictions,TODO: compute from labels/predictions,TODO: compute from precision/recall,TODO: define attack objective and evaluate
20,14,label-flip,TODO_MODEL,TODO_DATASET,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: evaluate on real held-out set,TODO: compute from labels/predictions,TODO: compute from labels/predictions,TODO: compute from precision/recall,TODO: define attack objective and evaluate
20,14,gaussian-noise,TODO_MODEL,TODO_DATASET,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: evaluate on real held-out set,TODO: compute from labels/predictions,TODO: compute from labels/predictions,TODO: compute from precision/recall,TODO: define attack objective and evaluate
20,14,scaling-attack,TODO_MODEL,TODO_DATASET,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: evaluate on real held-out set,TODO: compute from labels/predictions,TODO: compute from labels/predictions,TODO: compute from precision/recall,TODO: define attack objective and evaluate
20,14,random-update,TODO_MODEL,TODO_DATASET,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: evaluate on real held-out set,TODO: compute from labels/predictions,TODO: compute from labels/predictions,TODO: compute from precision/recall,TODO: define attack objective and evaluate
20,14,backdoor,TODO_MODEL,TODO_DATASET,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: evaluate on real held-out set,TODO: compute from labels/predictions,TODO: compute from labels/predictions,TODO: compute from precision/recall,TODO: define attack objective and evaluate
20,15,sign-flip,TODO_MODEL,TODO_DATASET,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: evaluate on real held-out set,TODO: compute from labels/predictions,TODO: compute from labels/predictions,TODO: compute from precision/recall,TODO: define attack objective and evaluate
20,15,label-flip,TODO_MODEL,TODO_DATASET,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: evaluate on real held-out set,TODO: compute from labels/predictions,TODO: compute from labels/predictions,TODO: compute from precision/recall,TODO: define attack objective and evaluate
20,15,gaussian-noise,TODO_MODEL,TODO_DATASET,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: evaluate on real held-out set,TODO: compute from labels/predictions,TODO: compute from labels/predictions,TODO: compute from precision/recall,TODO: define attack objective and evaluate
20,15,scaling-attack,TODO_MODEL,TODO_DATASET,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: evaluate on real held-out set,TODO: compute from labels/predictions,TODO: compute from labels/predictions,TODO: compute from precision/recall,TODO: define attack objective and evaluate
20,15,random-update,TODO_MODEL,TODO_DATASET,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: evaluate on real held-out set,TODO: compute from labels/predictions,TODO: compute from labels/predictions,TODO: compute from precision/recall,TODO: define attack objective and evaluate
20,15,backdoor,TODO_MODEL,TODO_DATASET,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: evaluate on real held-out set,TODO: compute from labels/predictions,TODO: compute from labels/predictions,TODO: compute from precision/recall,TODO: define attack objective and evaluate
20,16,sign-flip,TODO_MODEL,TODO_DATASET,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: evaluate on real held-out set,TODO: compute from labels/predictions,TODO: compute from labels/predictions,TODO: compute from precision/recall,TODO: define attack objective and evaluate
20,16,label-flip,TODO_MODEL,TODO_DATASET,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: evaluate on real held-out set,TODO: compute from labels/predictions,TODO: compute from labels/predictions,TODO: compute from precision/recall,TODO: define attack objective and evaluate
20,16,gaussian-noise,TODO_MODEL,TODO_DATASET,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: evaluate on real held-out set,TODO: compute from labels/predictions,TODO: compute from labels/predictions,TODO: compute from precision/recall,TODO: define attack objective and evaluate
20,16,scaling-attack,TODO_MODEL,TODO_DATASET,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: evaluate on real held-out set,TODO: compute from labels/predictions,TODO: compute from labels/predictions,TODO: compute from precision/recall,TODO: define attack objective and evaluate
20,16,random-update,TODO_MODEL,TODO_DATASET,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: evaluate on real held-out set,TODO: compute from labels/predictions,TODO: compute from labels/predictions,TODO: compute from precision/recall,TODO: define attack objective and evaluate
20,16,backdoor,TODO_MODEL,TODO_DATASET,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: evaluate on real held-out set,TODO: compute from labels/predictions,TODO: compute from labels/predictions,TODO: compute from precision/recall,TODO: define attack objective and evaluate
20,17,sign-flip,TODO_MODEL,TODO_DATASET,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: evaluate on real held-out set,TODO: compute from labels/predictions,TODO: compute from labels/predictions,TODO: compute from precision/recall,TODO: define attack objective and evaluate
20,17,label-flip,TODO_MODEL,TODO_DATASET,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: evaluate on real held-out set,TODO: compute from labels/predictions,TODO: compute from labels/predictions,TODO: compute from precision/recall,TODO: define attack objective and evaluate
20,17,gaussian-noise,TODO_MODEL,TODO_DATASET,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: evaluate on real held-out set,TODO: compute from labels/predictions,TODO: compute from labels/predictions,TODO: compute from precision/recall,TODO: define attack objective and evaluate
20,17,scaling-attack,TODO_MODEL,TODO_DATASET,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: evaluate on real held-out set,TODO: compute from labels/predictions,TODO: compute from labels/predictions,TODO: compute from precision/recall,TODO: define attack objective and evaluate
20,17,random-update,TODO_MODEL,TODO_DATASET,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: evaluate on real held-out set,TODO: compute from labels/predictions,TODO: compute from labels/predictions,TODO: compute from precision/recall,TODO: define attack objective and evaluate
20,17,backdoor,TODO_MODEL,TODO_DATASET,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: evaluate on real held-out set,TODO: compute from labels/predictions,TODO: compute from labels/predictions,TODO: compute from precision/recall,TODO: define attack objective and evaluate
20,18,sign-flip,TODO_MODEL,TODO_DATASET,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: evaluate on real held-out set,TODO: compute from labels/predictions,TODO: compute from labels/predictions,TODO: compute from precision/recall,TODO: define attack objective and evaluate
20,18,label-flip,TODO_MODEL,TODO_DATASET,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: evaluate on real held-out set,TODO: compute from labels/predictions,TODO: compute from labels/predictions,TODO: compute from precision/recall,TODO: define attack objective and evaluate
20,18,gaussian-noise,TODO_MODEL,TODO_DATASET,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: evaluate on real held-out set,TODO: compute from labels/predictions,TODO: compute from labels/predictions,TODO: compute from precision/recall,TODO: define attack objective and evaluate
20,18,scaling-attack,TODO_MODEL,TODO_DATASET,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: evaluate on real held-out set,TODO: compute from labels/predictions,TODO: compute from labels/predictions,TODO: compute from precision/recall,TODO: define attack objective and evaluate
20,18,random-update,TODO_MODEL,TODO_DATASET,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: evaluate on real held-out set,TODO: compute from labels/predictions,TODO: compute from labels/predictions,TODO: compute from precision/recall,TODO: define attack objective and evaluate
20,18,backdoor,TODO_MODEL,TODO_DATASET,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: evaluate on real held-out set,TODO: compute from labels/predictions,TODO: compute from labels/predictions,TODO: compute from precision/recall,TODO: define attack objective and evaluate
20,19,sign-flip,TODO_MODEL,TODO_DATASET,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: evaluate on real held-out set,TODO: compute from labels/predictions,TODO: compute from labels/predictions,TODO: compute from precision/recall,TODO: define attack objective and evaluate
20,19,label-flip,TODO_MODEL,TODO_DATASET,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: evaluate on real held-out set,TODO: compute from labels/predictions,TODO: compute from labels/predictions,TODO: compute from precision/recall,TODO: define attack objective and evaluate
20,19,gaussian-noise,TODO_MODEL,TODO_DATASET,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: evaluate on real held-out set,TODO: compute from labels/predictions,TODO: compute from labels/predictions,TODO: compute from precision/recall,TODO: define attack objective and evaluate
20,19,scaling-attack,TODO_MODEL,TODO_DATASET,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: evaluate on real held-out set,TODO: compute from labels/predictions,TODO: compute from labels/predictions,TODO: compute from precision/recall,TODO: define attack objective and evaluate
20,19,random-update,TODO_MODEL,TODO_DATASET,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: evaluate on real held-out set,TODO: compute from labels/predictions,TODO: compute from labels/predictions,TODO: compute from precision/recall,TODO: define attack objective and evaluate
20,19,backdoor,TODO_MODEL,TODO_DATASET,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: evaluate on real held-out set,TODO: compute from labels/predictions,TODO: compute from labels/predictions,TODO: compute from precision/recall,TODO: define attack objective and evaluate
20,20,sign-flip,TODO_MODEL,TODO_DATASET,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: evaluate on real held-out set,TODO: compute from labels/predictions,TODO: compute from labels/predictions,TODO: compute from precision/recall,TODO: define attack objective and evaluate
20,20,label-flip,TODO_MODEL,TODO_DATASET,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: evaluate on real held-out set,TODO: compute from labels/predictions,TODO: compute from labels/predictions,TODO: compute from precision/recall,TODO: define attack objective and evaluate
20,20,gaussian-noise,TODO_MODEL,TODO_DATASET,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: evaluate on real held-out set,TODO: compute from labels/predictions,TODO: compute from labels/predictions,TODO: compute from precision/recall,TODO: define attack objective and evaluate
20,20,scaling-attack,TODO_MODEL,TODO_DATASET,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: evaluate on real held-out set,TODO: compute from labels/predictions,TODO: compute from labels/predictions,TODO: compute from precision/recall,TODO: define attack objective and evaluate
20,20,random-update,TODO_MODEL,TODO_DATASET,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: evaluate on real held-out set,TODO: compute from labels/predictions,TODO: compute from labels/predictions,TODO: compute from precision/recall,TODO: define attack objective and evaluate
20,20,backdoor,TODO_MODEL,TODO_DATASET,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: evaluate on real held-out set,TODO: compute from labels/predictions,TODO: compute from labels/predictions,TODO: compute from precision/recall,TODO: define attack objective and evaluate
20,21,sign-flip,TODO_MODEL,TODO_DATASET,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: evaluate on real held-out set,TODO: compute from labels/predictions,TODO: compute from labels/predictions,TODO: compute from precision/recall,TODO: define attack objective and evaluate
20,21,label-flip,TODO_MODEL,TODO_DATASET,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: evaluate on real held-out set,TODO: compute from labels/predictions,TODO: compute from labels/predictions,TODO: compute from precision/recall,TODO: define attack objective and evaluate
20,21,gaussian-noise,TODO_MODEL,TODO_DATASET,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: evaluate on real held-out set,TODO: compute from labels/predictions,TODO: compute from labels/predictions,TODO: compute from precision/recall,TODO: define attack objective and evaluate
20,21,scaling-attack,TODO_MODEL,TODO_DATASET,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: evaluate on real held-out set,TODO: compute from labels/predictions,TODO: compute from labels/predictions,TODO: compute from precision/recall,TODO: define attack objective and evaluate
20,21,random-update,TODO_MODEL,TODO_DATASET,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: evaluate on real held-out set,TODO: compute from labels/predictions,TODO: compute from labels/predictions,TODO: compute from precision/recall,TODO: define attack objective and evaluate
20,21,backdoor,TODO_MODEL,TODO_DATASET,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: evaluate on real held-out set,TODO: compute from labels/predictions,TODO: compute from labels/predictions,TODO: compute from precision/recall,TODO: define attack objective and evaluate
20,22,sign-flip,TODO_MODEL,TODO_DATASET,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: evaluate on real held-out set,TODO: compute from labels/predictions,TODO: compute from labels/predictions,TODO: compute from precision/recall,TODO: define attack objective and evaluate
20,22,label-flip,TODO_MODEL,TODO_DATASET,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: evaluate on real held-out set,TODO: compute from labels/predictions,TODO: compute from labels/predictions,TODO: compute from precision/recall,TODO: define attack objective and evaluate
20,22,gaussian-noise,TODO_MODEL,TODO_DATASET,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: evaluate on real held-out set,TODO: compute from labels/predictions,TODO: compute from labels/predictions,TODO: compute from precision/recall,TODO: define attack objective and evaluate
20,22,scaling-attack,TODO_MODEL,TODO_DATASET,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: evaluate on real held-out set,TODO: compute from labels/predictions,TODO: compute from labels/predictions,TODO: compute from precision/recall,TODO: define attack objective and evaluate
20,22,random-update,TODO_MODEL,TODO_DATASET,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: evaluate on real held-out set,TODO: compute from labels/predictions,TODO: compute from labels/predictions,TODO: compute from precision/recall,TODO: define attack objective and evaluate
20,22,backdoor,TODO_MODEL,TODO_DATASET,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: evaluate on real held-out set,TODO: compute from labels/predictions,TODO: compute from labels/predictions,TODO: compute from precision/recall,TODO: define attack objective and evaluate
20,23,sign-flip,TODO_MODEL,TODO_DATASET,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: evaluate on real held-out set,TODO: compute from labels/predictions,TODO: compute from labels/predictions,TODO: compute from precision/recall,TODO: define attack objective and evaluate
20,23,label-flip,TODO_MODEL,TODO_DATASET,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: evaluate on real held-out set,TODO: compute from labels/predictions,TODO: compute from labels/predictions,TODO: compute from precision/recall,TODO: define attack objective and evaluate
20,23,gaussian-noise,TODO_MODEL,TODO_DATASET,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: evaluate on real held-out set,TODO: compute from labels/predictions,TODO: compute from labels/predictions,TODO: compute from precision/recall,TODO: define attack objective and evaluate
20,23,scaling-attack,TODO_MODEL,TODO_DATASET,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: evaluate on real held-out set,TODO: compute from labels/predictions,TODO: compute from labels/predictions,TODO: compute from precision/recall,TODO: define attack objective and evaluate
20,23,random-update,TODO_MODEL,TODO_DATASET,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: evaluate on real held-out set,TODO: compute from labels/predictions,TODO: compute from labels/predictions,TODO: compute from precision/recall,TODO: define attack objective and evaluate
20,23,backdoor,TODO_MODEL,TODO_DATASET,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: evaluate on real held-out set,TODO: compute from labels/predictions,TODO: compute from labels/predictions,TODO: compute from precision/recall,TODO: define attack objective and evaluate
20,24,sign-flip,TODO_MODEL,TODO_DATASET,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: evaluate on real held-out set,TODO: compute from labels/predictions,TODO: compute from labels/predictions,TODO: compute from precision/recall,TODO: define attack objective and evaluate
20,24,label-flip,TODO_MODEL,TODO_DATASET,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: evaluate on real held-out set,TODO: compute from labels/predictions,TODO: compute from labels/predictions,TODO: compute from precision/recall,TODO: define attack objective and evaluate
